,ID,Comp,Abstract,Importance,,实验二模型评估等级
7421,8271,UI,decorator menu item miss mnemonic ,P3 normal (vote)  ,,2
7427,8277,UI,compare file navigator result error ,P3 normal (vote)  ,,2
7438,8288,UI,perspectiveclone be mislead ,P3 normal (vote)  ,,2
7441,8291,UI,code assist be miss item i type ,P3 normal (vote)  ,,2
7446,8296,Debug,debug menu item have interest numbering ,P3 normal (vote)  ,,2
7475,8325,UI,pde preference page miss mnemonic ,P3 normal (vote)  ,,2
7485,8335,Team,error retreiving resource tree be improve ,P3 normal (vote)  ,,2
7498,8348,Team,error cvsnature share ,P3 normal (vote)  ,,2
7512,8362,Debug,usability add exception computes hierarchy key stroke ,P3 normal (vote)  ,,2
7519,8369,Core,code assist stop work class ,P3 normal (vote)  ,,2
7520,8370,Team,error load project ,P3 normal (vote)  ,,2
7523,8373,Compare,compare withpatch miss mnemonic ,P3 normal (vote)  ,,2
7526,8376,UserAssistance,error press f package titlebar ,P3 normal (vote)  ,,2
7529,8379,UI,editor openned debugger do respect show source select element ,P3 normal (vote)  ,,2
7531,8381,UserAssistance,error press tab ,P3 normal (vote)  ,,2
7553,8403,cdt-debug,breakpoints show breakpoint view ,P3 normal (vote)  ,,2
7568,8418,cdt-debug,breakpoints be display editorremote project ,P3 normal (vote)  ,,2
7570,8420,Debug,cannot edit expressionview detail area inspect ,P3 normal (vote)  ,,2
7592,8442,SWT,nullpointerexception hang startup gtk eclipse ,P3 normal (vote)  ,,2
7625,8475,Team,see error commit ,P3 normal (vote)  ,,2
7628,8478,UI,error restart remove resource eclipse ,P3 normal (vote)  ,,2
7641,8491,UI,pile error delete pde project ,P3 normal (vote)  ,,2
7674,8524,UI,workbench preference error message typo ,P3 normal (vote)  ,,2
7679,8529,UI,eclipse ignore file dir build path ,P3 normal (vote)  ,,2
7722,8572,Debug,step filter filter class loader default ,P3 normal (vote)  ,,2
7736,8586,UI,surround try catch result try catch block ,P3 normal (vote)  ,,2
7740,8590,Debug,position step debug step tool ,P3 normal (vote)  ,,2
7756,8606,UI,view method pane title bar do update error ,P3 normal (vote)  ,,2
7800,8650,UI,esc do dismiss navigator filter dialog ,P3 normal (vote)  ,,2
7838,8688,Resources,remove fragment plugin registry ,P3 normal (vote)  ,,2
7843,8693,Debug,evaluation complete start load plugins ,P3 normal (vote)  ,,2
7855,8705,UI,menu workspace term missused ,P3 normal (vote)  ,,2
7861,8711,SWT,error switch vms ,P3 normal (vote)  ,,2
7883,8733,UI,indexoutofboundsexception plugin import ,P3 normal (vote)  ,,2
7884,8734,UI,miss mnemonic show javadoc ,P3 normal (vote)  ,,2
7894,8744,Debug,console lose color ,P3 normal (vote)  ,,2
7904,8754,Resources,throw coreexception ,P3 normal (vote)  ,,2
7924,8774,Resources,plugin test ,P3 normal (vote)  ,,2
7930,8780,UI,memory cause endless error ,P3 normal (vote)  ,,2
7939,8789,Core,compiler report method have body ,P3 normal (vote)  ,,2
7977,8827,Resources,need add debug option command line args ,P3 normal (vote)  ,,2
7978,8828,Resources,registry cache reading fail byte ,P3 normal (vote)  ,,2
7988,8838,Compare,cannot navigation compare view keyboard ,P3 normal (vote)  ,,2
8004,8854,UI,action update build path ,P3 normal (vote)  ,,2
8006,8856,Core,dom ast position binding miss qualifiedname ,P3 normal (vote)  ,,2
8008,8858,UI,jaw do report error ,P3 normal (vote)  ,,2
8086,8936,Compare,whitespace pick whitespace change ,P3 normal (vote)  ,,2
8191,9041,Core,search cannot create scope ,P3 normal (vote)  ,,2
8196,9046,SWT,gp target crash exit ,P3 normal (vote)  ,,2
8233,9083,UI,task task list update build ,P3 normal (vote)  ,,2
8254,9104,Core,copy package progress dialog have miss string ,P3 normal (vote)  ,,2
8264,9114,UI,order preference page misleading ,P3 normal (vote)  ,,2
8270,9120,SWT,gp target vm crash ,P3 normal (vote)  ,,2
8271,9121,UI,error message show hover error marker ,P3 normal (vote)  ,,2
8272,9122,Debug,debugging be ,P3 normal (vote)  ,,2
8297,9147,UI,package rename refactoring fail update ref ,P3 normal (vote)  ,,2
8300,9150,UI,eclipse crash ,P3 normal (vote)  ,,2
8309,9159,UI,classpath wizard complain add miss source folder ,P3 normal (vote)  ,,2
8315,9165,UserAssistance,error launch search ,P3 normal (vote)  ,,2
8317,9167,Debug,launchconfigurationlabeldecorator be default ,P3 normal (vote)  ,,2
8336,9186,Debug,nullpointerexception change filter navigator ,P3 normal (vote)  ,,2
8347,9197,UI,pde selfhosting plugin cause conflict ,P3 normal (vote)  ,,2
8387,9237,Resources,problem pluginfind ,P3 normal (vote)  ,,2
8401,9251,UI,error deactivate orgeclipsepde ,P3 normal (vote)  ,,2
8447,9297,SWT,eclipse crash ,P3 normal (vote)  ,,2
8450,9300,UI,miss refactoring icon ,P3 normal (vote)  ,,2
8453,9303,UI,miss source folder wizard toolbar ,P3 normal (vote)  ,,2
8460,9310,Debug,accellerator key work debug perspective ,P3 normal (vote)  ,,2
8463,9313,UI,error resource show line number ,P3 normal (vote)  ,,2
8478,9328,Debug,break program execution loop lock ui ,P3 normal (vote)  ,,2
8494,9344,UI,error load pde project repository ,P3 normal (vote)  ,,2
8533,9383,UI,error show select element ,P3 normal (vote)  ,,2
8555,9405,Team,error synchonizing remote ,P3 normal (vote)  ,,2
8568,9418,UserAssistance,error view help ,P3 normal (vote)  ,,2
8594,9444,Debug,debug icon ,P3 normal (vote)  ,,2
8598,9448,UI,improve layout appearanceof refactoring error page refactoring ,P3 normal (vote)  ,,2
8626,9476,Core,arrayindexoutofbounds javabuilder ,P3 normal (vote)  ,,2
8638,9488,Team,repository authentication error ,P3 normal (vote)  ,,2
8643,9493,Debug,cannot launch configuration specify ,P3 normal (vote)  ,,2
8664,9514,UI,junit startup problem ,P3 normal (vote)  ,,2
8668,9518,UI,buildtime jre assignment ,P3 normal (vote)  ,,2
8693,9543,UI,junit testcase wizard come error condition ,P3 normal (vote)  ,,2
8700,9550,UI,miss pde capatibility message typo ,P3 normal (vote)  ,,2
8704,9554,UI,junit wizard mnemonic miss ,P3 normal (vote)  ,,2
8722,9572,Compare,debug trace leave status bar ,P3 normal (vote)  ,,2
8723,9573,Debug,debug option page be label debug ,P3 normal (vote)  ,,2
8735,9585,UI,field miss mnemonic ,P3 normal (vote)  ,,2
8736,9586,Core,java feature assert do throw exception ,P3 normal (vote)  ,,2
8740,9590,Debug,step break code replacment ,P3 normal (vote)  ,,2
8775,9625,UI,miss message perspectivercouldnotcreateallviews ,P3 normal (vote)  ,,2
8800,9650,Debug,change notification bug ,P3 normal (vote)  ,,2
8803,9653,Debug,exception be progress reporting ,P3 normal (vote)  ,,2
8805,9655,Debug,exception be wrt entry ,P3 normal (vote)  ,,2
8872,9722,Team,error text dialog ,P3 normal (vote)  ,,2
8882,9732,Debug,java debug option page be ,P3 normal (vote)  ,,2
8885,9735,Team,info checkout error ,P3 normal (vote)  ,,2
8900,9750,Team,error view resource compare editor ,P3 normal (vote)  ,,2
8916,9766,Debug,debug option preference page have ,P3 normal (vote)  ,,2
8965,9815,UI,method extraction string literal error ,P3 normal (vote)  ,,2
8967,9817,UI,need support part plugin version identifier ,P3 normal (vote)  ,,2
8981,9831,UI,workbench window be migrate build ,P3 normal (vote)  ,,2
8987,9837,Core,behavior compile source use binary expression ,P3 normal (vote)  ,,2
8988,9838,Core,diagnosis compile class ,P3 normal (vote)  ,,2
9030,9880,Debug,cnf exception try eval expression display view ,P3 normal (vote)  ,,2
9031,9881,Debug,java debug option pref button ,P3 normal (vote)  ,,2
9039,9889,UI,buildpath wizard offer project prerequisite ,P3 normal (vote)  ,,2
9067,9917,SWT,error get image data ,P3 normal (vote)  ,,2
9082,9932,Team,conflict deletion cannot be resolve ,P3 normal (vote)  ,,2
9120,9970,Resources,iworkspacerootgetcontainerforlocation bug ,P3 normal (vote)  ,,2
4593,5443,Resources,do i tracingdebugging eclipse ,P3 trivial (vote)  ,,2
5807,6657,UI,project rename error message have char front ,P3 trivial (vote)  ,,2
7246,8096,Debug,run javaapplication ask default launcher ,P3 trivial (vote)  ,,2
2745,3581,UI,cause build gcv ,P4 critical (vote)  ,,2
3169,4005,UI,x get stick project error gfpf ,P4 critical (vote)  ,,2
3219,4055,UI,save build run ghifu ,P4 critical (vote)  ,,2
699,1535,Debug,support debug demand gc ,P4 enhancement (vote)  ,,2
995,1831,UI,perspective miss notification selectionservice ghuhfq ,P4 enhancement (vote)  ,,2
1220,2056,UI,rebuild do prompt save gdvnt ,P4 enhancement (vote)  ,,2
1965,2801,UI,dialog dcr errordialog show error icon gjutk ,P4 enhancement (vote)  ,,2
2024,2860,Compare,dcr compare editor restore startup gkslz ,P4 enhancement (vote)  ,,2
2741,3577,UI,delete delete compilation unit be type leave gajgb ,P4 enhancement (vote)  ,,2
2813,3649,UI,be indication wheter jar be contain reference render build path ,P4 enhancement (vote)  ,,2
2977,3813,UI,path wizard exist source folder be build path ,P4 enhancement (vote)  ,,2
3034,3870,UI,wait build issue ,P4 enhancement (vote)  ,,2
3197,4033,Debug,scrapbook show scrapbook source debugging ,P4 enhancement (vote)  ,,2
4502,5352,UI,editor mgmt ec change error dialog editor init error ,P4 enhancement (vote)  ,,2
4650,5500,Debug,stop option ,P4 enhancement (vote)  ,,2
5939,6789,UI,task detail view taskerror list ,P4 enhancement (vote)  ,,2
8915,9765,UI,choose compute path cause java project build ,P4 enhancement (vote)  ,,2
9117,9967,UI,method add throw unsupportedoperationexception ,P4 enhancement (vote)  ,,2
3134,3970,Text,preference need define default line delimiters file gfioax ,P4 enhancement with 61 votes (vote)  ,,2
2839,3675,UI,like see error tick icon editor gdvux ,P4 major (vote)  ,,2
2903,3739,UI,error marker remove gejdc ,P4 major (vote)  ,,2
2972,3808,UI,java source attachment doesnt reject file name source jar geulpv build path ,P4 major (vote)  ,,2
3162,3998,UI,file rename error filename be ,P4 major (vote)  ,,2
7549,8399,cdt-debug,support function breakpoints ,P4 major (vote)  ,,2
2850,3686,UI,improve error message name gehkh ,P4 minor (vote)  ,,2
2866,3702,UI,error message show be vm specify geh ,P4 minor (vote)  ,,2
3045,3881,Debug,menu order inconsistency gftf ,P4 minor (vote)  ,,2
3119,3955,UI,error use findreplace dialog gfv ,P4 minor (vote)  ,,2
3147,3983,UI,package build project issue gfhcgo ,P4 minor (vote)  ,,2
4372,5221,UI,tvt build order preference selection work item select ,P4 minor (vote)  ,,2
187,187,Team,classpath stream content cause error gfkjqr ,P4 normal (vote)  ,,2
1746,2582,UI,editor mgmt save file name file system ggzs ,P4 normal (vote)  ,,2
2347,3183,Core,jm builder operation use java model get result fubv ,P4 normal (vote)  ,,2
2614,3450,Core,bug javasearchscope glegc ,P4 normal (vote)  ,,2
2743,3579,UI,revert cause error marker go gawag ,P4 normal (vote)  ,,2
2755,3591,UI,organize import produce error gbcyq ,P4 normal (vote)  ,,2
2759,3595,UI,error flag class wizard gbpgub ,P4 normal (vote)  ,,2
2775,3611,UI,operation fail jar type gcsfk issue ,P4 normal (vote)  ,,2
2799,3635,UI,way tell project need building gdewg ,P4 normal (vote)  ,,2
2803,3639,UI,error run test case gdgqe ,P4 normal (vote)  ,,2
2881,3717,Core,smoke progress reporting switch default vm gehxmv ,P4 normal (vote)  ,,2
3016,3852,UI,error message class creation wizard gexei ,P4 normal (vote)  ,,2
3030,3866,UI,organize import fail deduce package import gezzi ,P4 normal (vote)  ,,2
3080,3916,UI,error marker move reformatting gfxd ,P4 normal (vote)  ,,2
3278,4114,UI,hoverhelp error work gjjcyz ,P4 normal (vote)  ,,2
3328,4164,UI,error show save gjizlu ,P4 normal (vote)  ,,2
3373,4210,UI,copymove compilation unit gkkjm dnd refactoring ,P4 normal (vote)  ,,2
3375,4212,UI,drop be block filescus gkrsn ,P4 normal (vote)  ,,2
3377,4214,UI,j miss icon java editor menu action gky ,P4 normal (vote)  ,,2
3390,4227,UI,organize import error dialog be gkcjl ,P4 normal (vote)  ,,2
3400,4237,Debug,instal setting lose j launcher be instal gkefiy ,P4 normal (vote)  ,,2
3415,4252,UI,error hover show search marker line gklsj ,P4 normal (vote)  ,,2
3425,4262,UI,decompiler gkoc ,P4 normal (vote)  ,,2
3426,4263,UI,error tick cover search result gkpvsu search ,P4 normal (vote)  ,,2
3473,4310,UI,correct error be remove taskslist glvc ,P4 normal (vote)  ,,2
3474,4311,UI,package miss type dialog gl ,P4 normal (vote)  ,,2
3611,4451,SWT,shell setdefaultbutton default button cannot be reset null fglsm ,P4 normal (vote)  ,,2
3711,4551,SWT,run swt explorer cause error glxvb ,P4 normal (vote)  ,,2
3850,4690,SWT,dcr hover help error work gesz ,P4 normal (vote)  ,,2
4366,5215,Core,search miss field reference ,P4 normal (vote)  ,,2
4842,5692,UI,workbench action autobuild be ,P4 normal (vote)  ,,2
5317,6167,Core,indexer stop exit ,P4 normal (vote)  ,,2
5900,6750,Core,batch compiler classpath handling be ,P4 normal (vote)  ,,2
7765,8615,UI,style widget do respond system color change ,P4 normal (vote)  ,,2
7963,8813,Resources,workspace default be peruser ,P4 normal (vote)  ,,2
8329,9179,Core,dcr need equal encloses ,P4 normal (vote)  ,,2
8543,9393,SWT,way know system colour change ,P4 normal (vote)  ,,2
9006,9856,SWT,kdekmimetypeallmimetypes crash ,P4 normal (vote)  ,,2
6249,7099,Team,vcm crash leave resource lock way recover ,P5 critical (vote)  ,,2
1811,2647,UI,dynamicgui contribution be remove activation fail ghooih ,P5 enhancement (vote)  ,,2
4213,5060,UI,contribution error log image path name image be find ,P5 enhancement (vote)  ,,2
8304,9154,Resources,check run require jre version startup ,P5 enhancement (vote)  ,,2
194,194,Team,error message versioning ignore project gfmls ,P5 major (vote)  ,,2
196,196,Team,error catch outgo deletion gfmqd ,P5 major (vote)  ,,2
6382,7232,SWT,code completion hover help appear place monitor system ,P5 minor (vote)  ,,2
6996,7846,UI,presentation clabel ctabfolder support system colour gradient ,P5 minor (vote)  ,,2
4,4,Team,need error message catch resource gftf ,P5 normal (vote)  ,,2
49,49,Team,progress error handling gdgnc ,P5 normal (vote)  ,,2
95,95,Team,nothing know error cv gea ,P5 normal (vote)  ,,2
108,108,Team,isubscriberconfirmmerge propagate error gemcd ,P5 normal (vote)  ,,2
126,126,Team,error release file gig ,P5 normal (vote)  ,,2
134,134,Team,error style dialog use getqk ,P5 normal (vote)  ,,2
143,143,Team,error message versioning alreadyexisting version name geuuo ,P5 normal (vote)  ,,2
153,153,Team,error message versioning gfo ,P5 normal (vote)  ,,2
191,191,Team,error message confuse gfmhei ,P5 normal (vote)  ,,2
198,198,Team,error message add file workspace gfmrrm ,P5 normal (vote)  ,,2
3624,4464,SWT,olemainthreadwndname javaexe application error fivmq ,P5 normal (vote)  ,,2
3657,4497,SWT,dcr table tree change selection item be expand collapse frepe ,P5 normal (vote)  ,,2
3709,4549,SWT,default button lose gkeh ,P5 normal (vote)  ,,2
3813,4653,SWT,exception debugging gdqcon ,P5 normal (vote)  ,,2
3827,4667,SWT,eclipse crash move dialog getj ,P5 normal (vote)  ,,2
3868,4708,SWT,x error gfhn ,P5 normal (vote)  ,,2
4446,5295,Core,segment view miss field comment ,P5 normal (vote)  ,,2
4789,5639,UI,link view editor fails ,P5 normal (vote)  ,,2
6708,7558,Team,ioexception close replace file stream content ,P5 normal (vote)  ,,2
7044,7894,Team,error load resource stream ,P5 normal (vote)  ,,2
8932,9782,Team,n cvsentries file cause error update ,P5 normal (vote)  ,,2
4881,5731,Build,warn user be source runtime ,P5 trivial (vote)  ,,2
4902,5752,UI,warn change plugin file require restart ,P5 trivial (vote)  ,,2
7827,8677,UI,page title collapse end ,P5 trivial (vote)  ,,2
4163,5006,Resources,rename project project project mess everything ,P1 blocker (vote)  ,,3
5732,6582,Debug,vmpreferencepage checkboxtableviewer have column ,P1 blocker (vote)  ,,3
6262,7112,UI,cannot run pde self host ,P1 blocker (vote)  ,,3
7059,7909,Team,cv checkout fails ,P1 blocker (vote)  ,,3
8035,8885,Resources,urlclassloader recognize inner class ,P1 blocker (vote)  ,,3
8935,9785,Core,problem ityperesolvetype ,P1 blocker (vote)  ,,3
9044,9894,Resources,eclipse do start pointer exception ,P1 blocker (vote)  ,,3
725,1561,Debug,invocation order preference page gdxzn ,P1 critical (vote)  ,,3
748,1584,Debug,rename scrapbook page do remove associate vm getzy ,P1 critical (vote)  ,,3
779,1615,Debug,launch j let pop console geuoei ,P1 critical (vote)  ,,3
792,1628,Debug,readme package appear do eval geyfpn ,P1 critical (vote)  ,,3
799,1635,Debug,readme attach launch work element selection gfzqc ,P1 critical (vote)  ,,3
876,1712,Debug,disconnect do work attach launch use jdk gjyje ,P1 critical (vote)  ,,3
898,1734,Debug,coredump step action gknvc ,P1 critical (vote)  ,,3
917,1753,Debug,npe localevaluationengine ,P1 critical (vote)  ,,3
919,1755,Debug,widget be kill glcez ,P1 critical (vote)  ,,3
930,1766,Debug,change value text box glecb ,P1 critical (vote)  ,,3
932,1768,Debug,variable view stay empty stack frame select glepw ,P1 critical (vote)  ,,3
934,1770,Debug,launch update deletion gleanh ,P1 critical (vote)  ,,3
2204,3040,Resources,deadlock java project creation getaus ,P1 critical (vote)  ,,3
2830,3666,UI,codecompletion code assist gdryw ,P1 critical (vote)  ,,3
